,Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
2156,39.03,1.59,10,14,233,707,1,14,0,0,1,1,1,8,3,7,0.06,1,1,8,3,108,48,1,17.76,2,5,5,0.8,13,99.41,0,0
2157,26.14,2.2,11,13,982,501,5,1,4,1,3,1,0,14,2,1,0.04,4,7,8,0,115,50,0,69.95,2,0,0,0.57,18,58.84,0,1
2158,51.96,2.28,19,1,146,264,8,24,2,3,0,1,1,5,0,29,0.05,2,9,3,3,219,44,1,30.63,1,3,1,0.58,11,63.75,0,0
2159,51.46,1.95,18,3,113,656,6,28,1,1,0,0,2,1,0,30,0.05,1,4,8,1,20,37,1,48.48,0,6,2,0.64,14,7.38,0,0
2160,54.25,1.72,13,12,147,113,1,43,4,3,2,0,0,5,2,12,0.09,1,6,8,1,178,58,1,58.66,3,2,6,0.6,9,10.68,0,1
2161,34.86,1.74,8,7,116,423,4,18,7,1,0,1,1,0,1,8,0.02,0,9,0,2,166,41,0,45.61,2,9,0,0.61,1,5.52,0,0
2162,46.3,2.53,15,3,782,175,6,19,5,2,1,1,4,12,1,21,0.02,2,6,9,3,203,46,0,35.17,1,4,7,0.81,0,70.83,0,0
2163,49.58,1.79,20,8,774,640,7,23,3,2,3,1,1,5,3,27,0.06,2,4,5,3,74,31,0,95.47,1,8,1,0.96,10,76.59,0,1
2164,46.54,2.58,14,9,506,340,8,4,1,3,1,1,1,16,3,30,0.08,2,1,9,0,167,46,1,14.34,0,3,9,0.54,8,65.83,1,0
2165,42.17,1.79,16,1,731,375,7,28,5,2,2,1,1,5,1,25,0.09,0,1,5,0,14,39,1,48.3,0,9,6,0.72,10,91.5,0,0
2166,43.81,1.93,20,3,127,268,2,40,1,4,4,1,4,19,3,22,0.07,3,7,9,0,32,33,1,39.85,0,0,0,0.94,14,76.0,0,1
2167,24.17,2.58,8,3,508,601,9,16,4,4,3,1,2,9,2,28,0.05,2,3,4,2,139,59,1,38.85,3,9,4,0.78,5,52.24,0,1
2168,35.23,1.7,12,11,721,551,0,32,1,0,1,1,1,15,0,18,0.07,1,6,6,2,127,35,1,53.23,1,4,6,0.72,15,74.39,0,1
2169,43.32,1.92,11,12,104,121,6,28,6,3,2,1,4,11,0,17,0.06,0,0,7,0,210,42,1,13.57,0,2,0,0.8,7,64.05,0,0
2170,44.84,2.46,15,1,121,292,9,39,0,3,0,0,1,2,0,20,0.02,1,4,5,0,42,26,0,47.34,3,9,6,0.9,10,48.33,0,0
2171,33.62,2.74,18,1,144,408,8,27,9,1,3,0,4,12,3,14,0.1,0,4,9,1,24,58,0,99.33,2,7,7,0.65,1,46.47,0,1
2172,38.37,2.43,7,6,929,484,9,7,9,3,1,1,3,13,3,15,0.06,1,5,3,0,131,58,1,15.93,3,7,9,0.85,11,10.39,0,0
2173,46.75,2.03,12,2,518,639,7,19,0,2,3,1,3,12,0,2,0.01,2,1,8,3,190,23,0,32.33,0,1,0,0.81,5,25.98,0,1
2174,47.67,3.02,16,14,887,154,3,47,0,3,0,1,0,16,1,15,0.06,4,2,1,2,36,40,0,37.78,3,9,3,0.68,18,2.53,0,0
2175,43.62,2.91,15,14,521,83,0,35,3,2,2,0,4,18,1,20,0.05,4,1,0,0,16,39,0,77.42,0,1,7,0.68,14,36.11,0,1
2176,33.63,1.92,17,1,923,489,6,15,5,3,3,0,0,10,2,11,0.09,4,4,2,2,185,55,0,30.21,0,9,3,0.76,8,23.81,0,1
2177,60.43,1.87,15,3,138,402,4,37,9,0,2,0,2,11,3,1,0.05,2,6,8,1,215,58,0,69.14,2,4,3,0.87,18,34.99,0,1
2178,32.84,2.54,7,7,595,608,1,32,7,2,4,1,3,15,2,9,0.02,1,5,4,3,56,26,1,61.12,1,5,4,0.74,10,3.9,0,1
2179,56.52,2.1,11,9,744,241,9,0,1,2,1,0,0,19,2,9,0.07,1,0,9,3,148,41,0,53.38,0,7,2,0.57,15,47.44,0,1
2180,33.41,1.24,17,13,451,545,0,14,4,1,4,0,0,9,1,5,0.08,3,1,1,0,142,55,0,52.89,2,7,0,0.56,8,24.19,0,1
2181,48.62,1.92,20,13,838,795,3,18,3,3,2,1,0,15,0,5,0.02,3,6,7,1,176,47,1,76.87,1,5,2,0.64,16,52.82,0,1
2182,56.39,3.32,9,4,837,359,9,11,6,2,4,0,0,3,1,2,0.05,2,3,3,3,125,58,0,42.31,2,8,7,0.53,2,56.66,0,1
2183,46.97,2.04,13,2,803,321,4,10,2,1,0,1,4,14,2,18,0.06,4,2,7,0,105,33,0,65.78,1,2,2,0.98,14,6.37,0,1
2184,47.64,1.71,12,10,705,116,7,12,8,4,3,0,4,15,0,13,0.09,1,2,3,0,214,53,1,89.29,2,9,5,0.79,15,6.78,0,1
2185,37.52,2.3,15,6,300,602,0,25,5,1,4,0,0,15,0,21,0.06,3,9,0,3,34,51,1,66.09,1,8,1,0.59,4,24.46,1,1
2186,25.76,1.83,11,14,741,534,3,23,4,0,0,1,2,15,1,14,0.01,4,3,6,1,147,41,0,61.53,2,9,3,0.94,0,73.19,0,1
2187,52.61,1.95,17,11,762,692,4,9,5,3,0,0,3,11,2,18,0.03,2,6,0,3,44,28,0,72.08,3,7,0,0.81,5,29.21,0,1
2188,49.04,2.38,10,11,582,719,7,30,9,2,2,1,2,12,3,21,0.05,2,2,9,2,89,55,0,11.86,0,9,9,0.9,4,70.47,0,0
2189,37.88,2.56,15,2,106,134,5,43,1,2,0,0,4,16,2,10,0.09,2,6,6,0,83,33,0,89.32,1,9,5,0.8,4,26.56,0,1
2190,32.03,1.14,12,9,281,786,9,11,8,1,1,0,2,0,3,13,0.03,2,0,0,0,101,50,0,59.95,0,8,2,0.6,3,9.71,0,1
2191,52.61,1.98,18,12,652,263,8,9,8,0,2,0,2,15,1,21,0.04,4,2,3,3,41,33,1,86.35,2,9,0,0.87,9,87.22,0,1
2192,51.47,1.49,10,9,488,388,3,38,2,4,0,1,1,7,2,12,0.09,2,3,9,3,57,48,1,69.08,2,0,5,0.61,0,86.29,0,1
2193,56.09,1.27,16,1,397,355,9,13,8,4,2,0,0,7,3,2,0.02,0,2,3,1,128,47,1,56.8,2,4,3,0.95,8,6.5,0,1
2194,42.03,2.69,13,10,266,789,6,41,7,0,1,0,2,3,0,6,0.02,4,2,4,0,212,26,0,63.21,3,1,5,0.62,11,37.28,0,1
2195,35.71,2.15,19,12,609,601,4,23,1,3,3,1,3,12,2,27,0.0,0,2,1,2,82,35,1,96.73,0,7,5,0.75,3,74.06,1,1
2196,45.53,1.39,7,9,125,295,3,45,2,1,3,0,2,7,0,16,0.03,3,4,3,3,168,51,1,29.56,2,4,2,0.6,5,27.4,0,1
2197,50.77,1.85,9,12,891,232,0,39,1,3,3,1,3,2,3,26,0.06,0,5,4,0,173,26,0,95.75,1,9,0,0.84,15,52.79,0,1
2198,53.3,2.14,13,3,947,54,8,33,9,2,3,0,4,8,3,8,0.08,4,5,7,0,165,28,1,44.23,0,6,0,1.0,15,2.51,0,1
2199,50.2,2.6,16,13,470,251,3,43,1,2,1,1,1,1,2,2,0.01,0,5,0,0,50,36,0,96.21,1,0,5,0.7,5,43.94,0,1
2200,53.47,2.3,16,12,102,737,3,43,9,4,2,1,4,13,3,17,0.04,4,7,4,2,52,51,1,59.43,2,8,0,0.54,5,77.31,0,1
2201,38.36,1.71,8,2,329,654,9,39,0,2,2,1,0,9,2,20,0.01,3,9,9,1,58,43,0,13.42,3,6,2,0.75,0,78.02,0,0
2202,46.47,2.82,15,11,756,322,5,1,0,4,1,0,4,19,1,5,0.08,0,0,6,3,211,54,0,10.22,0,5,9,0.94,9,95.47,0,0
2203,63.02,2.48,16,13,977,414,7,25,0,1,0,0,4,10,2,22,0.07,4,4,4,0,89,56,0,72.5,0,6,3,0.59,17,82.79,1,1
2204,40.98,1.7,9,10,197,292,7,42,5,0,3,1,3,6,1,21,0.08,0,9,6,3,122,52,0,63.54,3,3,8,0.54,2,1.52,0,1
2205,26.38,1.32,20,7,217,405,2,16,7,4,4,1,3,14,2,21,0.06,2,6,3,2,205,24,1,2.95,0,6,2,0.89,17,94.11,0,1
2206,34.69,2.29,11,10,279,83,6,37,9,0,3,1,0,10,0,3,0.04,1,9,9,1,17,50,1,41.36,0,8,2,0.93,7,27.58,0,1
2207,45.47,3.0,16,12,487,355,9,18,7,1,1,0,2,4,1,14,0.04,1,9,8,1,189,50,0,96.98,3,6,0,0.6,12,65.79,0,1
2208,39.73,1.51,11,10,156,306,9,3,5,4,4,1,1,7,0,17,0.09,3,3,4,3,142,27,0,67.71,2,3,8,0.81,1,19.78,0,1
2209,28.64,1.8,13,3,679,166,6,42,2,3,4,0,4,4,3,10,0.09,4,4,9,0,143,18,0,34.6,3,0,9,0.66,18,77.54,0,1
2210,40.1,2.19,20,12,246,687,0,0,3,3,3,1,3,16,3,23,0.09,3,4,2,1,88,48,1,66.25,0,8,6,0.85,14,75.91,1,1
2211,42.83,1.09,14,5,583,199,4,49,9,4,3,0,3,19,2,24,0.06,4,8,7,3,22,32,1,44.02,1,2,6,0.75,12,33.79,0,1
2212,39.27,2.85,10,13,482,478,3,27,4,4,0,1,1,7,0,27,0.08,0,5,9,1,108,41,1,90.09,1,7,3,0.6,13,91.07,0,1
2213,46.07,1.58,12,14,371,753,5,7,1,4,4,0,3,15,1,18,0.09,3,7,3,3,234,38,0,58.46,1,4,8,0.89,9,85.17,0,1
2214,41.66,2.04,7,5,330,144,2,18,6,4,1,1,3,11,1,25,0.02,3,4,4,0,3,28,1,33.08,0,3,3,0.87,2,62.64,0,0
2215,42.84,1.99,15,12,750,302,9,40,5,2,4,1,2,11,0,30,0.06,4,2,1,2,49,53,1,60.33,2,3,9,0.76,12,34.27,0,1
2216,34.58,2.49,18,14,790,510,4,32,4,1,4,0,4,10,2,9,0.07,3,6,8,1,53,37,0,65.52,1,6,9,0.95,0,74.15,0,1
2217,46.94,2.85,11,8,656,212,7,16,4,1,4,0,1,5,2,24,0.03,4,4,3,1,138,36,1,88.1,1,3,4,0.71,8,7.78,1,1
2218,56.67,1.17,7,1,475,709,3,46,0,3,0,0,1,14,1,6,0.06,3,7,4,3,175,46,0,8.49,3,8,9,0.72,5,88.93,0,0
2219,34.65,2.61,15,5,353,316,6,28,7,1,1,0,3,12,1,17,0.04,0,7,2,0,159,29,1,58.27,0,5,4,0.75,0,11.6,0,1
2220,39.38,2.04,8,4,589,679,7,7,5,0,4,0,2,5,3,14,0.01,4,2,2,0,63,46,0,27.6,3,7,7,0.96,14,18.96,0,1
2221,56.75,1.38,20,14,218,181,3,48,4,4,3,0,2,17,2,11,0.06,1,2,9,2,109,36,1,59.44,2,9,2,0.57,8,85.39,0,1
2222,27.46,2.32,19,4,395,215,6,47,0,4,0,0,0,4,0,1,0.09,0,0,5,0,121,18,1,99.49,2,9,2,0.65,4,90.31,0,1
2223,43.65,2.55,7,10,687,262,2,32,4,2,0,0,4,11,1,30,0.09,3,4,2,3,93,21,1,77.58,1,8,8,0.58,13,92.41,0,1
2224,34.3,1.99,9,4,281,353,0,4,1,0,4,1,3,18,3,15,0.0,2,5,0,2,65,50,0,3.01,1,4,2,0.55,1,29.93,0,1
2225,53.81,2.28,20,4,759,305,8,6,2,4,0,1,2,5,3,2,0.03,3,7,9,0,69,26,0,44.19,0,1,8,0.76,18,96.49,0,0
2226,47.38,2.4,15,14,332,482,3,27,8,1,4,0,2,16,2,25,0.09,1,9,0,1,110,53,1,37.24,3,3,5,0.93,0,46.58,1,1
2227,49.14,3.19,16,6,274,421,5,33,6,3,1,1,2,18,3,27,0.06,3,0,4,3,123,37,0,33.42,0,3,8,0.68,11,86.81,1,0
2228,38.33,2.74,15,14,878,198,5,46,0,4,4,1,0,1,1,10,0.05,3,3,5,2,81,38,1,10.19,0,3,4,0.6,2,59.59,0,1
2229,40.23,2.15,8,10,934,471,9,22,8,0,0,0,0,16,2,2,0.06,2,0,7,3,63,28,0,77.43,2,2,7,0.85,14,61.3,0,1
2230,41.0,1.47,20,14,435,730,9,23,1,0,1,0,0,4,2,7,0.05,1,7,7,0,46,21,0,31.2,3,3,9,0.84,7,28.5,0,0
2231,45.63,2.26,14,2,433,364,9,44,2,0,3,0,4,16,1,5,0.06,4,5,6,2,205,40,1,21.18,2,8,8,0.93,3,27.62,0,1
2232,45.05,2.25,8,4,183,760,6,44,1,3,3,0,2,4,1,12,0.04,3,2,1,0,180,34,0,99.11,1,2,6,0.89,7,68.05,0,1
2233,64.99,1.78,11,14,405,729,4,35,0,1,0,0,1,19,1,8,0.07,3,2,3,3,76,53,1,63.66,2,7,2,0.92,5,33.66,0,1
2234,54.55,1.85,20,9,899,762,6,9,3,3,0,0,4,1,1,8,0.07,2,6,4,2,65,22,1,31.95,3,9,9,0.58,19,24.46,0,0
2235,50.35,1.62,18,7,185,701,9,39,0,3,1,0,2,9,3,28,0.06,4,2,6,0,31,23,0,17.63,3,5,9,0.7,14,59.45,0,0
2236,47.41,2.02,18,14,538,569,2,14,1,0,4,0,2,3,2,21,0.01,3,1,8,0,183,53,0,33.51,0,3,9,0.97,19,7.1,1,1
2237,35.93,2.01,16,11,980,66,6,21,5,4,3,0,1,3,3,23,0.03,0,8,8,3,186,57,1,37.62,2,1,3,0.91,4,62.82,1,1
2238,48.59,1.61,7,12,443,223,1,39,7,4,1,0,4,12,1,1,0.08,4,7,8,1,88,43,1,56.18,2,5,6,0.6,13,74.91,0,1
2239,40.54,2.43,8,1,801,199,2,22,4,1,3,1,2,13,0,22,0.04,4,1,0,2,182,27,0,58.64,3,8,6,0.7,12,69.58,0,1
2240,29.57,1.22,7,8,703,81,0,33,5,2,0,0,2,5,2,5,0.02,4,5,8,2,51,54,1,95.03,0,0,2,0.69,1,39.97,0,1
2241,43.09,2.2,12,6,699,298,9,44,1,2,1,0,4,19,3,25,0.01,3,8,1,2,45,54,0,87.35,2,9,2,0.7,11,60.43,1,1
2242,46.6,1.85,7,13,212,543,2,20,8,1,3,0,3,6,0,12,0.09,0,1,3,2,124,46,1,73.65,1,0,6,0.65,8,11.11,0,1
2243,63.03,1.28,10,12,288,682,6,15,2,3,1,0,4,5,3,14,0.07,2,2,1,0,225,55,0,20.24,2,7,0,0.56,7,17.93,0,0
2244,30.16,2.07,11,7,197,691,6,17,5,2,3,1,4,6,1,14,0.03,2,7,7,1,113,52,1,74.84,0,9,6,0.66,11,10.57,0,1
2245,54.47,2.73,20,11,181,767,6,28,9,0,4,1,2,14,3,26,0.1,1,6,6,1,64,56,1,12.67,0,7,4,0.85,15,93.32,1,1
2246,49.87,1.81,13,8,334,160,4,40,2,1,0,1,4,11,2,17,0.03,0,0,6,1,200,39,0,30.7,1,3,3,1.0,18,31.6,0,0
2247,51.08,0.62,14,10,766,664,6,18,5,0,1,1,3,18,1,20,0.08,4,0,5,3,71,26,1,60.58,2,4,2,0.97,4,87.32,0,1
2248,52.16,2.37,19,14,215,668,3,0,7,1,1,1,4,7,2,29,0.04,3,2,3,2,46,53,1,71.07,1,8,9,0.55,4,7.8,1,1
2249,48.06,2.71,11,5,441,106,8,36,6,4,0,1,2,4,0,27,0.08,3,9,2,0,9,55,0,30.59,1,8,8,0.87,8,93.39,0,0
2250,49.93,1.87,18,2,554,598,0,41,2,1,2,0,0,5,1,24,0.06,2,3,7,3,9,37,1,85.06,0,0,5,0.76,6,71.26,0,1
2251,39.59,2.0,9,12,763,417,7,22,2,1,1,0,4,13,2,8,0.04,4,6,3,2,36,50,0,72.91,2,3,3,0.9,1,87.19,0,1
2252,50.66,2.67,20,12,120,321,9,15,2,0,3,1,4,0,3,23,0.08,1,1,3,3,98,39,0,37.76,0,5,1,0.75,2,53.66,1,1
2253,62.16,1.9,7,10,692,781,4,33,2,0,3,0,1,0,1,25,0.08,2,5,4,0,82,19,1,7.22,2,2,5,0.82,15,92.07,0,1
2254,54.31,1.96,9,5,161,128,4,19,4,2,4,1,3,9,3,21,0.0,0,1,9,2,184,28,1,39.36,2,4,6,0.54,1,82.23,0,1
2255,46.95,1.79,15,6,990,642,3,31,1,3,3,1,0,12,1,4,0.02,1,2,6,2,83,23,1,62.32,1,5,2,0.95,5,37.98,0,1
2256,47.74,1.82,11,12,935,460,8,44,8,3,4,0,1,6,2,6,0.07,2,1,5,3,136,46,0,78.36,1,5,2,0.95,16,15.18,0,1
2257,50.24,0.68,19,1,163,299,5,23,8,1,4,0,0,8,0,4,0.02,2,5,7,1,150,25,0,88.04,3,2,3,0.84,13,82.11,0,1
2258,53.93,1.95,18,13,703,499,3,45,6,1,1,1,0,15,3,21,0.0,4,2,1,0,151,50,1,23.39,1,2,2,0.81,6,84.72,0,0
2259,51.46,1.18,11,9,598,310,8,32,8,2,0,0,3,11,2,29,0.07,2,3,8,1,240,41,1,96.45,3,6,5,0.65,11,24.16,0,1
2260,34.07,1.99,16,8,731,148,1,33,0,3,4,1,0,17,0,19,0.02,2,7,2,1,210,22,0,34.34,1,1,9,0.69,4,8.01,0,1
2261,30.53,2.64,19,13,800,443,3,40,8,4,4,0,0,14,0,19,0.09,3,1,9,1,22,40,0,81.96,2,9,0,0.69,5,5.35,0,1
2262,43.74,1.55,15,3,585,752,7,23,2,2,2,1,4,14,0,1,0.07,0,2,4,2,122,26,0,92.78,2,9,0,0.93,17,30.43,0,1
2263,48.88,2.03,7,11,209,73,2,34,7,0,1,1,3,19,2,4,0.0,0,3,9,1,176,48,0,79.89,3,7,1,0.94,15,58.04,0,1
2264,55.25,1.69,7,11,426,547,7,36,1,3,4,0,4,14,3,6,0.02,2,3,6,0,37,23,0,4.75,3,9,7,0.73,4,74.83,0,1
2265,57.09,2.43,18,13,339,253,8,2,8,1,0,1,4,17,0,16,0.06,3,4,0,0,136,43,0,45.71,2,3,5,0.82,18,7.51,0,0
2266,46.4,2.12,19,13,458,284,5,32,7,1,2,1,3,18,2,21,0.01,1,7,3,2,55,20,0,48.78,1,6,2,0.65,14,78.89,1,0
2267,68.87,1.77,12,8,920,174,4,7,5,0,2,0,4,2,0,15,0.03,1,5,2,3,238,49,1,60.92,0,9,0,0.56,3,40.93,0,1
2268,41.75,1.84,12,3,138,57,8,37,6,4,4,1,3,19,2,19,0.09,4,4,4,3,223,54,0,61.08,0,4,5,0.95,17,45.99,0,1
2269,46.32,1.7,10,11,425,257,7,17,5,2,0,0,4,14,3,4,0.03,0,3,3,3,28,25,1,72.35,2,6,4,0.62,0,15.96,0,1
2270,57.56,2.26,17,11,688,726,0,27,8,4,3,1,4,15,3,22,0.04,1,9,4,1,35,49,1,59.44,3,6,0,0.65,12,63.81,1,1
2271,26.51,3.05,16,6,648,255,4,27,1,1,3,0,1,18,3,12,0.06,1,8,3,1,235,27,0,76.25,2,2,0,0.95,17,26.98,0,1
2272,60.29,1.51,13,3,128,420,8,7,4,1,4,0,1,5,3,15,0.08,3,9,1,0,194,34,0,80.24,1,2,9,0.59,0,45.15,0,1
2273,47.7,1.7,10,14,886,169,4,44,3,1,0,0,1,6,2,12,0.07,4,3,9,0,240,27,0,16.71,2,2,4,0.71,4,33.46,0,0
2274,63.7,1.89,14,12,987,401,0,41,8,1,1,1,2,8,0,25,0.1,1,3,6,2,33,55,0,92.28,3,4,6,0.98,15,32.84,0,1
2275,61.77,1.84,15,1,480,729,6,14,5,4,1,0,1,9,3,9,0.08,3,7,8,2,111,54,0,26.0,0,1,3,0.78,14,4.27,0,0
2276,42.42,1.2,19,7,504,672,3,16,5,1,4,0,3,12,0,9,0.04,4,0,0,2,86,24,1,10.12,3,2,6,0.65,1,23.53,0,1
2277,54.26,2.81,11,8,668,663,8,37,0,3,0,1,1,9,1,25,0.08,4,4,9,0,192,24,1,47.25,2,7,4,0.56,3,67.33,1,0
2278,46.35,1.4,13,8,439,369,9,43,5,2,4,1,1,0,1,2,0.09,0,9,6,3,87,39,1,93.33,2,3,4,0.98,19,28.21,0,1
2279,57.47,1.55,20,9,858,117,1,34,4,4,3,1,4,11,1,11,0.03,3,4,0,2,2,50,0,55.53,1,7,3,0.53,19,29.48,0,1
2280,23.63,1.41,8,11,197,79,2,15,2,2,0,0,2,3,3,13,0.02,3,6,0,1,236,58,0,35.22,0,6,7,0.85,10,86.28,0,0
2281,52.11,2.37,18,12,623,122,2,35,5,0,3,1,0,15,0,22,0.04,3,8,2,2,33,42,0,69.82,3,5,1,0.77,11,25.93,1,1
2282,37.88,1.8,18,14,713,541,8,18,4,0,0,1,2,6,1,6,0.05,1,4,3,0,8,41,0,5.43,1,1,1,0.88,8,5.77,0,0
2283,42.73,2.02,9,4,808,688,0,17,7,3,2,1,0,10,2,28,0.05,3,9,5,3,4,56,0,57.64,2,0,1,0.68,7,98.29,0,1
2284,60.34,2.29,14,7,961,160,9,19,7,1,1,0,4,4,1,5,0.01,1,3,1,1,46,39,0,39.07,2,0,1,0.54,18,19.29,0,0
2285,62.28,1.18,17,5,753,653,6,0,2,4,4,0,4,9,0,22,0.01,4,6,7,1,148,58,0,98.86,3,7,8,0.75,19,21.72,0,1
2286,33.67,2.16,7,11,644,409,3,45,4,4,0,0,4,8,1,13,0.08,4,4,2,0,37,33,1,64.16,1,0,9,0.62,10,1.66,0,1
2287,51.56,2.76,12,10,132,356,9,8,5,3,4,1,0,2,0,7,0.06,1,5,6,1,93,33,1,33.29,3,1,0,0.7,15,40.78,0,1
2288,43.19,2.05,14,5,525,80,3,43,8,1,1,1,4,1,1,27,0.05,2,8,3,1,60,20,1,4.51,1,8,5,0.57,17,64.88,0,0
2289,55.4,1.78,8,10,375,248,2,42,7,2,2,0,1,16,0,7,0.07,1,3,3,1,208,27,0,25.88,3,2,9,0.87,14,41.37,0,0
2290,49.3,2.2,14,5,139,163,8,14,1,1,1,1,3,17,1,10,0.0,3,0,8,1,37,23,1,50.88,3,1,2,0.61,19,94.25,0,1
2291,51.33,1.61,10,2,188,175,9,9,6,1,4,1,0,15,1,5,0.0,0,8,8,2,158,39,1,70.28,1,9,8,0.82,8,37.83,0,1
2292,55.33,2.52,14,11,942,546,9,1,8,1,4,0,3,17,2,8,0.04,1,6,8,0,126,21,1,59.08,3,9,2,0.92,1,63.9,0,1
2293,27.8,3.41,7,2,822,682,7,45,9,0,1,1,3,5,1,30,0.09,1,9,8,1,160,49,0,85.0,3,8,1,0.64,5,44.14,0,1
2294,39.25,1.12,14,6,175,509,4,37,7,2,4,1,1,3,1,22,0.07,3,8,2,0,192,42,1,80.29,1,2,8,0.75,2,59.07,0,1
2295,53.94,1.78,13,2,536,583,9,13,0,1,4,1,3,10,3,24,0.03,4,3,1,3,152,42,0,16.7,0,1,7,0.57,11,52.55,0,1
2296,39.65,1.97,9,7,577,637,6,4,9,2,4,1,1,15,0,10,0.08,1,7,8,3,120,18,1,25.54,1,0,7,0.95,18,74.88,0,1
2297,39.47,1.32,19,6,202,490,3,46,7,2,2,1,1,9,1,23,0.04,0,2,7,1,28,42,1,49.66,0,5,6,0.63,12,22.74,0,0
2298,67.55,2.05,18,13,205,326,2,12,4,3,0,0,4,18,1,14,0.06,0,2,2,1,24,49,1,42.3,3,5,2,0.94,18,32.1,0,0
2299,52.07,2.31,18,11,690,289,5,40,1,4,2,1,4,18,3,26,0.03,3,5,6,0,235,38,1,9.11,3,3,3,0.77,10,26.54,1,0
2300,37.18,1.91,20,2,631,289,2,35,3,1,0,1,4,8,1,13,0.08,2,8,0,1,22,44,0,12.26,2,8,8,0.81,8,70.69,0,0
2301,61.45,1.94,15,3,921,463,2,19,3,2,0,0,3,9,2,9,0.09,1,5,1,0,53,19,1,31.17,1,7,0,0.79,1,73.28,0,0
2302,40.01,2.15,16,1,706,530,4,8,1,1,4,0,0,15,3,1,0.09,3,8,5,2,226,35,0,15.09,2,9,8,0.8,3,11.23,0,1
2303,32.38,2.69,16,12,763,109,5,2,5,4,2,0,3,16,2,20,0.06,3,9,2,2,38,38,1,48.28,0,2,6,0.5,9,25.93,0,0
2304,44.91,2.21,16,2,559,687,4,31,0,3,3,1,2,12,0,18,0.1,0,0,1,2,202,58,1,42.84,1,3,6,0.98,16,59.62,0,1
2305,47.13,1.55,18,3,681,319,7,46,2,3,0,0,4,10,0,24,0.02,0,1,3,1,39,55,0,60.42,2,7,8,0.53,6,73.9,0,1
2306,43.54,2.78,17,12,207,327,8,39,8,4,4,0,4,2,0,28,0.09,4,0,3,2,116,50,0,96.49,0,5,8,0.62,4,8.99,1,1
2307,45.46,1.93,17,2,576,204,4,27,1,0,2,0,1,7,1,22,0.1,4,6,2,3,85,29,0,63.32,0,2,6,0.67,15,86.4,0,1
2308,44.34,2.58,12,13,657,347,7,3,0,4,3,1,1,5,1,6,0.05,1,4,2,2,125,46,1,22.2,2,5,0,0.79,17,21.77,0,1
2309,37.34,2.71,10,1,110,385,9,48,5,2,2,1,2,8,3,22,0.06,1,2,8,3,74,41,1,71.59,3,4,5,0.78,13,72.96,0,1
2310,48.97,1.27,15,5,368,477,6,25,1,0,2,0,3,15,0,8,0.1,4,5,7,3,216,36,0,57.61,0,3,9,0.58,17,22.97,0,1
2311,44.19,1.51,14,6,954,304,8,42,5,2,1,1,1,14,2,12,0.05,3,3,0,3,148,58,0,98.09,0,2,6,0.84,12,54.49,0,1
2312,48.67,2.1,14,1,801,212,7,0,4,3,4,1,3,3,3,16,0.01,3,5,6,2,215,18,1,51.71,2,3,0,0.78,2,16.42,0,1
2313,21.68,2.47,13,7,696,381,2,49,4,0,0,0,0,17,0,8,0.1,1,8,4,1,141,26,0,32.66,0,0,4,0.62,9,48.75,0,0
2314,43.14,1.61,15,11,765,291,8,26,1,0,0,1,1,1,2,22,0.01,0,3,3,0,236,54,1,39.42,3,3,7,0.53,15,27.82,0,0
2315,48.16,2.2,11,3,833,542,4,8,3,1,1,0,1,6,0,13,0.05,4,4,3,3,47,32,1,52.71,3,2,9,0.59,3,49.66,0,1
2316,34.52,2.26,7,5,227,472,1,7,0,3,0,1,0,7,1,19,0.0,0,7,4,0,183,58,1,4.7,3,8,0,0.93,19,81.49,0,0
2317,44.72,2.55,9,4,116,285,5,35,0,4,1,1,0,6,1,12,0.07,4,0,3,1,239,56,0,77.23,2,5,3,0.61,13,38.26,0,1
2318,40.63,2.47,19,7,241,644,7,1,2,0,1,1,3,10,0,26,0.09,2,8,6,3,118,38,1,15.09,1,3,9,0.6,14,91.09,1,0
2319,40.56,1.94,19,2,107,261,1,36,4,2,1,1,2,14,0,20,0.04,0,3,6,0,130,59,1,22.04,3,0,7,0.65,9,27.01,0,0
2320,74.92,1.88,19,1,990,423,6,9,1,2,3,0,4,7,3,11,0.05,0,4,4,3,99,24,0,51.13,1,0,4,0.56,19,94.99,0,1
2321,46.51,1.11,7,9,616,281,6,24,7,4,0,0,2,0,3,27,0.08,0,1,1,2,119,40,0,85.69,3,4,4,0.57,19,18.6,0,1
2322,60.7,2.38,10,5,675,473,2,5,9,2,4,1,4,3,2,1,0.05,0,2,0,1,122,30,0,28.04,3,1,8,0.76,19,50.33,0,1
2323,59.0,2.23,11,5,849,472,0,44,2,2,1,0,4,8,1,29,0.06,3,1,2,1,147,34,0,51.56,0,5,1,0.77,12,69.89,0,1
2324,41.6,1.21,8,1,719,131,0,17,7,1,2,1,2,17,3,17,0.06,2,7,5,2,57,22,0,53.78,2,8,5,0.81,5,9.83,0,1
