,Daily_Active_Time,In_Game_Currency_Earned,Purchase_History,Time_of_Purchase,Churn_Rate,In_Game_Purchases,Discount_Utilization,Quest_Completion_Rate
6579,3.4650582972423427,571,2,0,0.06540604664075853,17.988184990744625,5,0.9462645743105857
4200,2.28,435,0,2,0.0,64.29,1,0.93
2672,2.26,139,3,0,0.07,44.32,1,0.57
6375,2.1912976246311096,240,1,2,0.02242669084771958,30.258961445828476,5,0.7948533816954392
4701,2.27,456,0,2,0.01,35.38,2,0.66
3493,2.35,963,1,3,0.09,25.73,2,0.73
1459,2.84,436,4,2,0.1,40.31,7,0.65
5026,1.8744796078086967,247,1,1,0.08921137254409955,33.33870916709533,7,0.8019715686397512
4872,1.85,244,0,3,0.02,88.85,7,0.57
3835,2.71,816,2,0,0.02,82.16,1,0.86
5414,1.5903212806552778,623,1,0,0.056916551620771486,22.062044353433663,6,0.6026550741721917
6636,1.7650400247643157,478,1,1,0.04016800082547719,29.77960962956711,1,0.7642859964917219
5406,2.6345420935502726,516,1,1,0.08334554417199272,4.293138411156143,7,0.7382905953980254
2355,1.71,760,4,1,0.02,53.92,6,0.8
2442,2.24,384,3,1,0.05,77.13,7,0.54
5419,2.1278023583832484,642,1,2,0.021526997537099975,41.037936535586866,5,0.6621414642879496
464,2.05,891,1,0,0.03,81.96,2,0.95
163,2.03,847,1,1,0.05,86.08,1,0.52
6032,1.7374063422214618,458,2,0,0.05296828889269104,23.149589100392898,5,0.8681556044497675
6572,0.7871027807966433,113,1,1,0.03697310662525132,10.801239720237536,8,0.7333911902174306
6683,1.8737368532957213,625,1,1,0.07003869804474687,16.654965222817022,5,0.7018684266478606
6916,2.3474708824863186,637,1,0,0.07618267802559572,34.19411025557591,2,0.6463464394880853
2009,2.25,526,0,2,0.05,61.41,1,0.51
3084,2.34,556,2,0,0.05,22.21,6,0.93
900,1.72,289,3,2,0.07,50.61,3,0.86
5454,1.8552765615060478,601,0,2,0.05423963805326819,19.76094789432903,2,0.8087211763268783
2293,3.41,822,1,1,0.09,85.0,8,0.64
4481,3.13,306,2,1,0.07,51.7,4,0.59
3716,1.61,461,0,2,0.02,0.69,7,0.87
5783,2.0998100488103244,760,0,1,0.07316455542198663,19.448925759305844,5,0.9220253349361605
1764,1.56,931,2,2,0.06,53.6,6,0.94
1549,2.93,917,1,3,0.0,16.73,5,0.95
3029,1.94,952,2,2,0.1,23.9,8,0.64
6855,2.2738786943124323,163,1,0,0.017634804836534995,18.000108419225327,5,0.817095585490395
2044,1.13,591,3,3,0.01,21.99,5,0.82
767,2.57,538,3,2,0.03,55.95,8,0.64
1508,2.28,551,1,3,0.08,21.11,0,0.54
6777,1.5575363160805646,808,1,1,0.046674134554209344,25.245085631416565,6,0.8789809928352486
4517,2.42,792,3,1,0.05,68.34,1,0.53
4219,1.53,642,1,0,0.01,30.44,2,0.73
5792,1.8953404754273486,263,0,1,0.003928120957495911,12.436891252165488,6,0.7807314036151555
6582,2.3527133106247526,118,0,0,0.0792587457421411,27.284075299953614,8,0.8171608361719059
3292,1.6,857,3,0,0.01,7.81,3,0.85
819,0.91,232,4,0,0.03,26.92,4,0.69
1403,1.75,810,3,2,0.09,79.44,2,0.67
1382,1.49,991,3,3,0.09,48.07,7,0.72
2148,1.96,504,3,3,0.08,42.66,2,0.68
1638,2.05,197,1,2,0.08,73.4,0,0.6
6706,2.267408019623507,249,1,3,0.05559905651488152,40.09151260806925,6,0.781996855049605
399,2.37,189,1,1,0.02,25.56,7,0.57
882,2.01,717,0,1,0.05,3.58,1,0.76
3565,1.99,464,2,2,0.05,86.77,7,0.75
6228,2.5622672257979398,826,0,2,0.06996551493302809,29.528461020208645,9,0.8899655149330281
1179,2.24,642,2,0,0.02,91.39,5,0.98
4244,2.41,923,0,1,0.03,31.81,7,0.91
4746,2.27,294,3,0,0.04,21.43,3,0.55
2130,2.55,208,1,1,0.08,82.47,5,0.61
456,2.7,539,3,0,0.06,24.56,9,0.83
1950,2.27,507,4,1,0.08,86.48,7,0.59
689,2.29,457,0,0,0.04,62.86,5,0.54
5508,2.517752927697223,483,0,1,0.05388764638486113,40.422663261579416,5,0.6683370608454167
1953,2.39,939,1,2,0.06,43.04,1,0.61
2710,2.48,514,1,2,0.06,73.26,0,0.73
5166,2.011768317976016,903,0,0,0.0390315668207078,38.005635973533195,7,0.6910052131354196
4349,2.62,374,1,1,0.1,37.65,9,0.85
6049,1.7861175522296302,339,0,2,0.07144117350717594,33.19703346867613,1,0.9156764794784722
1884,2.03,887,3,0,0.02,43.37,2,0.53
5243,2.001071474433118,782,0,1,0.08,34.05603269383484,3,0.6158571538639483
6158,2.419567111970613,786,0,0,0.0017878777025713416,14.786502178766206,5,0.559233766698898
2494,2.27,830,0,0,0.09,81.56,4,0.51
3036,2.18,721,1,1,0.05,16.12,1,0.66
3603,2.2,275,1,0,0.06,18.85,5,0.9
845,1.62,799,1,1,0.01,52.21,1,0.71
542,2.18,430,2,3,0.06,4.03,4,0.75
3724,1.42,599,1,2,0.02,56.89,1,0.78
4187,1.88,293,4,3,0.06,57.19,2,0.88
3679,1.79,395,3,1,0.0,46.26,3,0.96
6622,2.396551882619985,360,1,1,0.0393461772449345,29.533842493817804,1,0.7141155952044105
5704,1.787033796254129,365,0,1,0.04119463858884287,25.923158270541077,0,0.6456643369338856
4776,1.55,885,2,3,0.03,69.5,5,0.83
2964,1.56,104,3,1,0.04,88.08,7,0.95
2529,1.41,804,0,3,0.07,83.27,3,0.52
1048,1.77,186,2,0,0.02,58.64,9,0.77
1960,2.29,476,3,3,0.08,31.98,9,0.83
2530,1.53,718,2,0,0.02,57.04,5,0.5
5125,1.9018423926807801,979,1,1,0.03607477106562673,5.4010693101308025,7,0.7185180206674094
237,2.12,550,1,3,0.01,40.78,0,0.57
1133,2.24,458,1,2,0.07,20.98,2,0.99
5767,2.330516247902948,762,0,2,0.08,40.768222968994806,2,0.6553847989948008
4259,2.23,433,0,3,0.01,41.46,4,0.82
5143,1.726550899146015,776,1,1,0.021153969298475392,39.84194293791588,2,0.7830761842091477
5231,2.7489533293708814,890,0,1,0.04056930613341313,24.94650621776711,5,0.6082001399620529
5371,2.112077321993185,254,1,1,0.028008591332576133,35.59618462893695,7,0.5696189009316676
2978,1.9,470,1,1,0.04,76.33,6,0.86
5519,1.83920161254605,162,1,0,0.0509162330674871,11.481604697593193,4,0.5436452913343589
5354,1.771807817126034,330,1,2,0.08887200945899823,43.19838594224764,1,0.5956399527050088
4697,2.25,183,1,0,0.01,21.57,3,0.92
3919,2.53,949,4,2,0.06,60.92,3,0.75
3138,0.54,637,1,3,0.08,74.88,7,0.96
6219,1.8206291163593076,161,0,1,0.06798829564104847,4.039912203176539,4,0.6712655444101286
4073,1.51,919,0,1,0.06,86.63,3,0.57
6346,2.723321198309097,496,0,2,0.04304796576259723,11.11958637183633,4,0.7747601711870139
3229,2.19,970,4,0,0.09,47.07,6,0.58
1826,1.9,852,2,2,0.09,77.29,5,0.99
593,2.3,161,2,2,0.03,31.75,3,0.5
2725,2.01,726,4,2,0.08,51.26,1,0.92
4137,1.54,542,1,0,0.04,98.65,6,0.64
560,2.54,230,4,3,0.02,99.82,8,0.58
5460,1.8633921629542138,628,1,0,0.09,15.336995673125806,2,0.7762957419891612
5633,2.2876918145882628,627,0,2,0.06519234878431143,46.383309681160675,2,0.728538576596072
243,1.7,738,3,1,0.06,67.32,5,0.86
4437,2.68,576,3,2,0.07,75.43,6,0.59
5993,1.9358763938295704,184,1,1,0.015294382496463534,25.199348200848753,5,0.6711752787659141
405,1.8,294,4,0,0.03,78.61,3,0.76
1442,1.7,650,3,2,0.08,41.07,7,0.66
261,0.97,659,0,1,0.07,41.63,6,0.99
4663,2.35,949,1,3,0.04,79.27,7,0.84
6357,2.38958194517653,764,1,2,0.07572175097899053,38.89257005633858,0,0.5478608754894954
1689,2.58,916,2,3,0.1,55.54,4,0.56
1725,2.36,391,4,3,0.05,85.37,2,0.53
2496,1.59,170,0,0,0.07,81.44,8,0.53
4677,1.68,698,1,1,0.03,0.92,7,0.79
340,2.41,362,1,0,0.07,47.41,4,0.71
5389,1.6996149584277638,479,0,0,0.08987165280925459,37.828742358217276,4,0.570641735953727
1601,1.92,668,2,1,0.02,90.44,3,0.79
4576,2.14,174,1,1,0.04,15.21,9,0.77
3725,2.33,686,1,2,0.1,38.37,6,0.86
6908,2.1195852745357637,431,1,3,0.059896318633940904,2.41516899039285,8,0.86954380198934
2785,2.83,332,1,1,0.02,93.9,1,0.74
1523,2.03,782,0,0,0.08,19.65,4,0.95
6429,2.3810538438546844,197,1,1,0.05,18.874837547815865,1,0.9058701189622004
6186,2.5136704896496895,706,0,1,0.026828880206178907,14.225757073734487,2,0.7595101770721303
6497,1.549250099516875,991,2,0,0.020546322096967568,32.61377653934556,5,0.7441296222580093
1766,0.94,422,3,2,0.08,9.32,4,0.72
6881,3.0968522686659012,307,1,2,0.0700226455491662,28.66098844399079,6,0.6200452910983324
4037,2.32,345,3,3,0.08,0.45,6,0.68
5509,1.8666412901777276,706,1,2,0.05460261856600278,37.07134743762721,3,0.637346223870575
5648,2.3968349717007085,729,0,0,0.043804715094265465,8.084715477262309,0,0.7591245584917525
6517,1.5200393601945095,295,1,1,0.03652259478683716,21.453740055343264,6,0.6688343048965275
363,2.1,371,2,1,0.05,44.42,0,0.95
6900,2.234013664711867,752,1,2,0.05125331086699207,24.50504936758389,0,0.7640401516478035
6271,2.3362477587344737,864,1,1,0.032205193444490784,18.151307610499394,6,0.6299693482000834
4443,1.43,294,1,0,0.1,43.8,5,0.59
5557,2.5911319742268883,868,1,1,0.01813286093213117,30.127992929229787,6,0.934650132624591
6436,1.5930332047976345,164,0,0,0.045505534132939084,46.71119232905778,7,0.6323874517991129
2562,2.01,513,1,1,0.04,51.87,8,0.78
4864,1.72,774,4,0,0.05,38.85,5,0.52
6721,1.4283095435934576,729,1,1,0.026283881262041727,24.956214971701083,6,0.6014194063102086
3083,1.23,957,1,1,0.05,44.68,4,0.55
6950,1.8024443021379681,384,2,1,0.05,10.64158435055132,5,0.6801782331585022
2102,1.35,329,1,1,0.01,40.16,5,0.88
632,1.97,284,3,3,0.04,22.52,1,0.52
2493,1.99,431,4,3,0.04,89.58,8,0.82
2665,2.21,998,3,0,0.05,13.83,8,0.75
5048,2.2453108694126005,322,1,1,0.07552984876728523,18.106515255863364,6,0.5723507561635738
4406,1.59,383,0,1,0.03,18.24,3,0.76
6810,1.6067119287593052,805,1,1,0.0514784144222576,23.48279911377031,5,0.8815612250213025
4939,1.91,836,3,2,0.09,60.31,9,0.85
2334,2.93,882,3,0,0.04,74.63,9,0.9
5340,2.153088868008651,800,1,2,0.05538222639826981,20.019266604025955,8,0.695616339448788
3619,2.09,244,2,3,0.08,61.93,1,0.87
3883,2.1,268,0,3,0.05,39.85,8,0.97
4724,2.32,549,2,2,0.01,38.59,0,0.66
4211,2.12,519,3,3,0.08,10.7,3,0.61
1494,2.65,950,2,0,0.09,90.66,3,0.58
2401,1.97,278,0,1,0.06,38.74,7,0.77
3874,1.52,480,3,1,0.02,78.77,8,0.77
1232,2.01,623,2,1,0.05,7.87,6,0.77
2661,2.39,616,0,1,0.04,0.42,7,0.62
2817,1.55,144,1,1,0.1,37.21,8,0.53
6367,1.8470590899351014,825,0,2,0.03595826973816717,32.3690853220376,6,0.7473055131587781
6722,2.3700052509283767,865,1,0,0.07333552122015682,15.352029352786532,6,0.6499868726790591
4153,2.77,829,2,2,0.02,86.8,4,0.77
5189,2.408873780451442,480,0,0,0.05657026102095142,20.159754814399797,1,0.6722830872971407
3061,2.1,666,0,1,0.01,42.25,2,0.66
6840,1.5553675137374126,641,0,0,0.011714021198473833,30.59391910362295,2,0.7245151321648837
6901,2.3956637305475335,212,2,1,0.08309242947486295,28.07962073000039,0,0.6391428996424433
1735,2.86,874,1,1,0.02,25.94,7,1.0
2823,2.16,506,3,2,0.08,87.89,2,0.56
5313,2.08,797,1,2,0.060395707510352045,30.265322983326506,2,0.6454437733885442
4772,2.0,674,0,3,0.03,11.74,7,0.59
2475,1.77,294,0,1,0.07,3.9,2,0.86
2564,1.63,262,0,2,0.06,54.48,1,0.69
5871,2.0081309665368354,113,1,3,0.0681309665368352,13.062060726891787,4,0.7433151859948782
5388,1.4739021511309403,909,1,0,0.07597553778273508,45.092143394918544,0,0.6117064533928209
707,1.83,942,1,3,0.0,81.43,5,0.59
3046,1.24,138,0,3,0.02,79.67,7,0.95
5950,2.4339777114458907,494,0,3,0.07569904391040791,48.00710979878029,1,0.6277420376374925
6059,1.976655619603762,482,0,0,0.060846100907350396,18.231543066465484,6,0.6711925459169232
72,1.34,392,0,0,0.01,75.32,5,0.97
4448,2.01,999,3,2,0.0,62.99,4,0.77
6520,2.3091091895310107,862,1,0,0.03252024569247703,33.3832860641776,7,0.8747975430752297
1190,1.18,385,3,2,0.0,64.1,1,0.75
2601,2.14,666,4,1,0.01,60.12,2,0.87
1125,2.37,286,0,0,0.09,44.59,3,0.86
1241,1.81,781,2,0,0.02,12.84,5,0.51
6245,2.104626090485042,294,1,0,0.06925218097008337,15.064693311589014,4,0.7804521539180971
5753,2.502010660543611,469,1,2,0.08064144886204387,26.14435900519929,6,0.8377261576636865
3351,1.7,479,0,0,0.09,38.27,5,0.57
4008,2.59,152,3,1,0.05,48.31,0,0.59
1577,2.57,736,3,2,0.07,1.06,0,0.75
3906,1.67,706,2,0,0.09,8.96,1,0.81
3729,1.73,823,3,2,0.09,51.74,9,0.62
4358,2.21,404,3,3,0.05,33.41,5,0.5
1343,2.92,626,0,1,0.09,32.49,3,0.77
6957,2.149885561234878,828,0,2,0.04956472861573429,37.32178807327352,0,0.6768499033831292
440,1.52,742,2,1,0.02,53.21,6,1.0
1100,2.24,329,3,1,0.01,49.51,9,0.66
2637,2.31,482,1,0,0.01,14.31,8,0.7
4907,1.42,896,4,0,0.09,70.37,7,0.93
649,1.77,430,2,3,0.08,51.29,0,0.53
1546,2.29,467,3,3,0.04,26.38,5,0.87
5692,1.9189642657586758,581,0,2,0.0520517867120662,22.440165075170093,3,0.6598485762179178
5318,1.1985181612381803,187,0,1,0.03150996463919577,33.58951221351547,6,0.7415099646391957
2852,1.53,669,4,3,0.1,71.73,2,0.53
3503,1.93,678,2,3,0.02,90.04,8,0.85
5018,1.4807530091430228,318,0,2,0.0729467868027408,17.894964945001924,2,0.9336997959457636
630,1.62,193,2,2,0.0,75.75,3,0.88
1249,1.69,156,2,0,0.01,54.76,1,0.91
4801,1.78,766,3,1,0.06,26.31,9,0.87
482,2.15,762,2,2,0.08,37.5,0,0.55
1584,1.49,143,1,2,0.09,15.28,5,0.82
4676,1.37,113,1,3,0.01,54.45,4,0.57
1462,2.56,237,3,0,0.05,8.22,8,0.67
3040,2.63,247,2,0,0.07,52.9,4,0.98
5359,2.4733402443106387,265,1,0,0.05596086195063111,24.672803733293538,2,0.6042627840457626
3273,1.56,804,3,3,0.01,35.99,4,0.68
3683,1.55,581,2,0,0.05,40.79,3,0.66
4145,2.69,807,3,0,0.04,7.55,2,0.85
4906,2.25,503,0,1,0.02,38.2,5,0.69
3225,1.78,342,3,3,0.04,37.1,7,0.68
1072,2.8,730,3,0,0.07,7.05,1,0.51
2631,2.31,822,4,2,0.01,39.01,7,0.63
1660,1.63,939,4,1,0.09,73.47,2,0.5
2425,2.31,506,2,0,0.02,71.28,2,0.69
6410,1.9999700400578992,538,0,2,0.030037449927625824,13.907842884168753,0,0.5601423097249782
6842,2.0817787874116274,660,0,0,0.06765802369104143,20.205712736802802,2,0.841803082918645
3097,1.58,381,3,3,0.04,37.61,2,0.71
3976,2.94,294,0,0,0.01,26.03,0,0.62
6239,2.500126155890034,887,0,2,0.07918486129319594,29.545666974320298,3,0.7757059709476285
6617,2.486830745337975,544,1,1,0.08994020274222594,42.987751816256406,0,0.5313155396710293
4950,2.53,435,0,3,0.05,81.06,6,0.61
5927,1.5566891536593703,566,0,2,0.047864867707250375,18.01131133712586,5,0.8716486420164158
1408,2.15,127,1,0,0.07,33.07,2,0.87
1845,1.54,156,3,3,0.09,71.39,7,0.52
1798,1.46,378,2,2,0.03,42.32,1,0.91
3957,1.93,464,1,3,0.06,84.53,5,0.68
1475,1.31,691,1,3,0.02,18.57,2,0.7
35,2.03,402,3,3,0.07,64.85,4,0.9
444,1.34,557,2,0,0.09,50.24,4,0.96
2359,2.33,448,0,1,0.07,33.04,0,0.64
3654,2.52,768,1,3,0.01,24.48,3,0.98
3179,1.4,673,2,2,0.07,31.01,6,0.52
1286,2.21,682,4,2,0.05,67.11,4,0.87
5162,1.8049586092950698,789,1,1,0.01282911900414,28.780910595508466,2,0.60490191651449
4445,2.55,549,0,1,0.03,6.22,2,0.8
3416,1.0,989,3,0,0.04,6.99,0,0.64
2137,1.61,940,2,2,0.03,43.38,4,0.96
2636,1.46,145,4,1,0.07,99.47,0,0.6
4016,0.95,329,2,2,0.08,23.99,5,0.95
6737,2.7528909081623576,133,2,2,0.06882578023153621,33.69017258390964,4,0.7211742197684637
1681,2.13,336,4,1,0.06,17.19,5,0.97
5070,2.7895388435690385,887,0,1,0.06485181381959919,28.947272941419683,7,0.7552031142037874
1692,1.44,994,0,3,0.05,5.92,6,0.89
5322,1.9204429433005041,646,1,3,0.05106428798159222,19.590532029912644,4,0.8578714240368156
5553,1.9910601757140935,335,2,2,0.07763793970696957,43.54125854263727,1,0.5776379397069695
3635,1.77,866,3,3,0.08,44.02,9,0.66
372,1.96,812,3,0,0.01,98.52,2,0.63
6761,2.0134413598938417,734,2,2,0.002976770531903066,35.93971331628001,5,0.5986980169147399
6603,2.277182476751471,129,2,1,0.06790904024988685,46.13366893145948,7,0.7604547987505658
140,1.48,667,3,1,0.08,71.35,8,0.53
4419,1.6,695,0,1,0.05,94.66,4,0.87
6492,2.1359375143189547,668,1,1,0.05446581098673815,34.66804457954134,6,0.8204727538401876
6316,1.6744880106394568,331,0,1,0.04,5.95967820049608,5,0.5974722070378513
714,2.63,135,3,2,0.02,28.22,2,0.61
3188,0.7,550,1,2,0.07,72.72,1,0.65
6154,2.3494442220585703,638,0,1,0.05,32.613290035444905,1,0.8542024479838016
4431,2.32,370,4,3,0.03,98.97,2,0.84
4874,2.52,993,3,3,0.07,30.94,3,0.51
406,1.84,136,0,3,0.1,77.45,0,0.95
20,2.25,595,3,2,0.1,90.31,3,0.94
1004,1.79,211,2,2,0.07,31.06,6,0.67
2411,1.88,889,3,1,0.05,85.58,7,0.9
2545,2.6,282,1,3,0.02,70.81,2,0.74
2390,0.59,864,3,2,0.1,75.33,2,0.71
5601,1.9676853974841215,769,0,2,0.06604494321655408,22.42013474905963,4,0.8868314495062504
42,2.33,964,1,1,0.04,66.51,9,0.82
2830,2.02,128,1,1,0.01,89.57,6,0.98
3371,1.99,674,4,2,0.1,86.89,9,0.9
3022,0.92,410,3,0,0.05,16.63,7,0.81
3364,1.27,829,2,0,0.08,46.84,3,0.93
4399,1.7,853,2,0,0.07,26.27,8,0.94
11,1.94,442,4,3,0.04,69.68,1,0.66
4760,2.45,260,1,1,0.08,80.24,5,0.94
1177,1.38,633,1,2,0.05,0.32,0,0.66
1947,0.77,838,3,0,0.09,19.67,1,0.53
2501,2.53,794,4,0,0.07,18.72,8,0.9
2863,1.68,861,3,1,0.02,44.3,0,0.74
3865,1.92,783,0,2,0.05,63.67,5,0.99
1026,2.43,741,1,0,0.08,20.76,9,0.87
3848,2.4,267,1,2,0.04,42.06,1,0.77
2989,2.3,980,2,0,0.06,39.5,8,0.62
961,1.89,110,2,3,0.08,17.05,4,0.64
2889,2.71,626,0,1,0.03,44.68,2,0.63
3015,2.37,130,0,0,0.04,15.63,3,0.66
3338,2.07,235,1,3,0.07,0.47,4,0.55
4920,2.14,430,2,0,0.1,23.04,8,0.75
735,0.96,627,0,3,0.1,8.89,4,0.89
4400,2.25,997,2,0,0.1,87.68,0,0.59
1440,1.57,779,4,2,0.03,94.41,7,0.54
2875,2.34,612,0,2,0.04,86.01,3,0.86
3986,2.17,850,4,2,0.03,84.1,8,0.59
916,2.64,477,4,2,0.04,64.82,1,0.93
5819,2.3533651607153785,116,0,0,0.08564347390118295,29.87090958720809,7,0.8230695782964512
5438,2.360214541832195,142,1,2,0.05065236387785366,14.145859372499219,1,0.8473905444885854
4089,2.18,152,3,1,0.07,15.29,3,0.54
6438,2.367004573014232,130,0,0,0.040332825220640904,16.129237830961358,3,0.6573373982348728
5446,1.3543941226858849,822,0,2,0.06710473112918143,10.052565028894202,4,0.87
2772,1.34,849,0,3,0.09,78.07,2,0.92
1624,1.91,982,3,1,0.04,29.56,2,0.57
5528,2.2652923995012033,462,0,1,0.024610399973038016,13.012621061427055,5,0.6143398665633124
821,2.03,200,4,1,0.06,64.15,0,0.73
1367,1.62,456,2,2,0.04,77.2,4,0.79
3712,1.91,749,1,0,0.02,37.4,9,0.67
6264,1.9185606641125075,177,2,1,0.02,20.042396306110934,6,0.6504370763336557
850,1.5,253,2,3,0.07,2.82,4,0.66
1000,2.59,724,4,2,0.03,67.4,4,0.72
5178,2.493494867526909,244,1,3,0.05699906682307438,32.064474378588514,6,0.793746500586529
4114,2.03,922,2,0,0.06,98.82,4,0.81
1637,1.7,845,2,2,0.04,36.01,3,0.57
1667,2.76,513,1,1,0.08,2.52,9,0.75
4589,1.63,547,0,0,0.05,12.86,4,0.97
3173,0.92,608,4,1,0.05,10.61,5,0.88
5303,1.987940996963188,159,1,0,0.00445699976639909,13.189250749517122,3,0.8477150011680046
1347,1.82,734,2,1,0.04,49.01,2,0.68
5740,2.4052876046942924,169,1,0,0.09247945680755056,32.18986767139954,5,0.9224246749610187
3230,1.66,668,1,0,0.09,93.81,9,0.66
4899,1.82,595,3,3,0.08,12.13,8,0.94
5355,1.6953793517887432,467,0,1,0.04969761237787399,34.56462478184054,2,0.6348382019540162
4783,2.14,548,1,3,0.02,6.07,1,0.93
3232,2.24,974,2,2,0.0,33.28,9,0.96
5705,2.34659523711251,712,1,2,0.019267195876387803,41.98637039177201,6,0.7762175927836786
703,2.83,637,4,3,0.08,28.51,1,0.85
5558,1.7902091031233147,879,2,2,0.048297379266600035,11.441613233492749,6,0.7653169653235145
3291,1.61,933,2,2,0.01,0.53,7,0.84
3673,2.45,232,0,2,0.06,88.5,0,0.79
2408,2.59,681,0,2,0.0,47.05,0,0.77
1327,1.54,433,0,3,0.07,96.34,7,0.72
6487,3.1317333974242136,215,0,2,0.07448204635198356,5.376316319330568,1,0.726543533047811
5717,1.756739732538081,320,1,2,0.06917123328363006,16.322952392129324,0,0.6258561664181503
4440,2.29,262,2,1,0.01,0.25,0,0.61
5826,2.629822277297152,325,0,1,0.021695377679935304,2.0257806539814895,5,0.9566092446401293
986,2.62,757,0,3,0.07,59.82,8,0.9
5537,2.118451399673389,839,0,2,0.07099793190099528,3.5284797989690966,6,0.7074948297524882
6324,2.420129654912212,243,0,2,0.039041445004180365,43.13392501927205,5,0.7328756649874589
5996,2.3605255483625243,227,1,1,0.02944907567032755,33.72455965044027,4,0.824958318967052
5773,2.716864763151549,536,0,1,0.04746285690908463,17.06928366602645,1,0.6079847623333449
4049,1.83,871,2,2,0.0,78.46,5,0.67
3485,1.72,833,1,1,0.07,67.78,4,0.64
2474,1.94,951,2,1,0.03,83.2,5,0.98
3873,2.1,738,0,1,0.02,52.57,9,0.61
1198,2.17,456,1,2,0.08,46.1,5,0.92
4181,2.26,138,3,1,0.07,28.9,8,0.53
1518,2.0,924,4,3,0.06,42.04,1,0.67
5781,1.2858292421401027,968,0,1,0.05728237999540948,17.31810110192435,2,0.5737320111136615
1799,2.11,958,1,1,0.06,31.36,0,0.61
1014,2.99,600,0,3,0.04,94.27,2,0.88
128,0.84,632,0,3,0.0,80.57,6,0.85
1364,2.3,746,0,1,0.05,69.45,1,0.92
5360,2.246554971011542,274,2,1,0.05704711800989324,33.8891731494616,4,0.948680619037924
4470,2.35,635,3,0,0.01,37.33,3,0.9
891,2.9,588,3,3,0.05,22.83,0,0.99
2793,2.27,347,2,3,0.09,22.94,9,0.93
6549,2.3208664923372977,872,0,1,0.09847774872288291,33.26155900613989,6,0.8343560204338736
4403,1.92,681,1,3,0.1,76.92,0,0.6
6639,1.6300018642618808,425,1,1,0.03210521409837156,18.31006649200708,6,0.6489472375956575
6632,2.071708340557769,213,0,1,0.042531609693639255,40.619041789482075,5,0.8031638035664243
3249,1.91,520,4,3,0.0,78.76,8,0.97
1208,2.0,387,0,0,0.0,98.61,3,0.66
3868,2.32,385,2,3,0.0,18.88,1,0.69
6258,2.3866226451392323,582,1,2,0.049543265852466725,11.63300312867596,9,0.8979446963361003
4065,1.29,846,3,2,0.08,15.84,1,0.68
5964,2.2680924421027706,627,0,2,0.04858306504672219,33.25794276831999,4,0.7891551433177291
1239,2.03,210,1,2,0.06,61.61,7,0.98
2289,1.78,375,2,0,0.07,25.88,2,0.87
2740,1.44,492,3,2,0.03,2.07,0,0.66
275,1.95,363,2,1,0.07,33.84,0,0.75
4585,2.14,850,2,1,0.08,88.4,2,0.58
1035,2.55,410,3,3,0.1,78.3,1,0.9
1229,2.32,105,3,1,0.03,42.5,2,0.81
1008,1.56,857,2,1,0.09,89.2,7,0.57
3828,1.17,330,0,3,0.06,34.62,4,0.59
2532,1.96,511,4,3,0.09,72.11,6,0.55
4293,1.49,858,1,3,0.09,31.62,7,0.51
1058,1.2,117,1,0,0.05,19.7,8,0.64
5170,1.84061541113587,240,1,0,0.04071988238853566,28.173397039543183,4,0.6514136469639049
281,1.98,302,4,1,0.0,9.68,1,0.79
1043,2.22,378,4,1,0.01,80.67,2,0.77
1316,1.89,501,2,2,0.01,61.36,3,0.79
968,2.01,817,1,3,0.05,60.72,4,0.72
2381,1.88,118,3,3,0.0,97.72,2,0.56
5564,2.403135618554071,746,0,2,0.04,16.685049200322144,1,0.8525424742162842
1939,1.94,601,4,2,0.09,68.91,1,0.75
5004,1.8533743791411341,596,1,0,0.04779145971371139,20.34848463912286,2,0.5737219462849485
1274,1.08,653,0,3,0.07,28.21,7,0.86
619,2.33,331,2,2,0.03,62.95,6,0.78
5064,2.0464885800465082,427,1,1,0.04089903995865926,24.898039024455876,4,0.6635961598346369
1742,2.09,155,3,1,0.1,64.57,6,0.59
1390,1.84,780,2,0,0.07,8.7,9,0.71
5678,2.37592451001793,989,0,2,0.04,25.703142479869594,6,0.858892226386308
1579,2.16,443,4,2,0.0,95.58,3,0.52
1655,1.5,134,3,1,0.08,94.17,4,0.93
3568,2.53,734,0,0,0.04,3.15,0,0.82
2352,2.64,166,1,2,0.03,4.94,9,0.81
2212,2.85,482,0,0,0.08,90.09,7,0.6
6934,2.335783152732303,316,0,1,0.04813793545431974,12.703281451784292,3,0.8707684609097036
3178,1.72,238,1,0,0.02,89.12,8,0.95
3192,1.99,635,3,0,0.08,66.55,1,0.73
1307,2.3,764,1,0,0.09,26.58,7,0.66
575,2.14,365,1,3,0.04,28.79,1,0.82
2360,2.7,651,3,3,0.09,33.22,5,0.59
1280,2.0,727,2,0,0.05,40.93,3,0.77
5672,2.328172282437416,901,0,2,0.09466347625115897,23.1644862449016,6,0.5806251912650666
5770,2.429593555527589,324,1,0,0.05851336507536988,20.880886852112866,3,0.5798117905025587
1993,1.2,533,2,1,0.06,60.36,1,0.94
2639,1.3,274,2,3,0.01,3.95,7,0.86
269,1.67,927,0,2,0.03,18.88,2,0.71
629,1.49,210,2,0,0.05,62.53,1,0.79
6498,1.5437003465589358,942,0,1,0.06612652690114071,37.77817735376425,3,0.8711698085361216
3081,2.66,367,4,3,0.05,99.46,4,0.62
3466,1.85,792,4,2,0.05,55.05,2,0.97
6086,2.408932881723109,933,0,2,0.08520921097506522,31.809651883457498,1,0.7783684390026087
