Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
57.49,1.92,17,13,138,193,5,8,5,3,0,Multiplayer,2,14,Night,5,0.05,2,0,3,PC,Netherlands,50,Male,26.4,Potion,9,3,0.51,3,38.31,0,0
45.43,2.36,16,2,656,742,9,13,4,2,2,Multiplayer,3,0,Afternoon,25,0.07,4,7,2,Console,Guatemala,44,Female,95.79,Armor,8,4,0.59,11,26.4,0,1
45.32,2.3,12,4,749,119,6,9,2,3,0,Multiplayer,2,3,Evening,17,0.1,1,4,7,Console,Myanmar,55,Male,49.46,Weapon,9,5,0.82,14,95.76,0,0
38.88,1.73,17,2,847,341,4,10,6,3,4,Singleplayer,4,5,Morning,25,0.09,3,7,5,Console,Burundi,48,Female,93.36,Weapon,0,0,0.98,19,89.09,0,1
53.93,1.55,20,4,190,196,7,35,6,3,4,Singleplayer,2,16,Afternoon,5,0.07,0,6,9,Tablet,Albania,36,Female,34.71,Weapon,4,7,0.76,2,14.51,0,1
30.17,3.37,18,2,383,539,2,41,2,2,4,Multiplayer,0,0,Evening,23,0.06,4,2,3,Console,Iran,35,Male,84.34,Boost,1,4,0.93,1,66.57,0,1
53.12,2.37,8,12,995,772,3,28,0,3,0,Singleplayer,4,13,Morning,16,0.03,3,9,8,Tablet,Cocos (Keeling) Islands,28,Male,55.3,Weapon,2,7,0.88,9,6.21,0,1
28.01,1.97,15,11,647,292,1,45,5,0,1,Multiplayer,1,6,Afternoon,7,0.1,2,0,6,Tablet,Tanzania,24,Female,54.78,Boost,2,3,0.79,11,41.64,0,1
46.03,2.4,18,14,943,518,7,4,7,3,2,Multiplayer,3,8,Morning,16,0.1,0,7,3,Console,Israel,51,Female,1.65,Boost,6,0,0.73,14,19.3,0,0
39.13,2.21,16,3,267,249,6,41,6,0,0,Multiplayer,4,10,Evening,13,0.05,3,5,6,Tablet,Bosnia and Herzegovina,23,Female,47.05,Weapon,8,8,0.51,14,6.55,0,0
38.92,2.61,13,4,128,95,2,11,0,3,3,Multiplayer,0,14,Morning,18,0.04,2,1,3,Console,Netherlands Antilles,46,Female,74.75,Boost,0,8,0.75,3,20.21,0,1
64.82,2.45,20,5,393,787,4,17,7,3,1,Singleplayer,1,10,Afternoon,18,0.03,4,1,4,Tablet,Marshall Islands,27,Female,96.37,Boost,0,1,0.75,13,7.67,0,1
43.95,2.04,19,2,554,665,6,24,3,0,0,Multiplayer,3,8,Afternoon,3,0.01,2,7,1,Console,Latvia,51,Female,37.1,Boost,5,2,0.79,10,89.63,0,0
52.52,1.73,9,8,705,206,6,30,5,3,0,Singleplayer,0,5,Morning,5,0.03,3,0,5,Tablet,Germany,44,Male,25.68,Armor,5,1,0.62,18,92.76,0,0
38.97,2.16,10,4,650,280,8,23,1,0,4,Multiplayer,1,14,Night,10,0.07,2,3,1,Console,Malawi,41,Female,83.07,Boost,9,9,0.93,11,87.89,0,1
45.04,1.24,15,4,525,248,1,1,9,0,0,Singleplayer,4,10,Afternoon,14,0.01,2,6,3,Console,Costa Rica,51,Male,24.25,Weapon,5,1,0.7,1,41.67,0,0
43.91,1.83,19,1,411,235,8,27,2,2,3,Singleplayer,2,9,Afternoon,29,0.09,0,2,4,Tablet,Guadeloupe,27,Female,49.7,Armor,4,7,0.55,14,19.97,0,1
39.77,2.55,7,9,331,529,2,15,8,2,2,Singleplayer,2,0,Evening,12,0.03,0,8,0,PC,Zimbabwe,21,Female,58.76,Potion,7,2,0.58,2,31.48,0,1
35.2,1.8,15,11,285,538,0,31,5,2,3,Multiplayer,1,5,Morning,7,0.07,0,5,0,PC,Korea,30,Female,1.7,Weapon,1,1,0.89,12,51.97,0,1
39.56,1.48,18,9,220,664,5,37,5,3,4,Multiplayer,2,1,Afternoon,24,0.06,1,0,0,Tablet,Pakistan,38,Female,7.05,Weapon,7,7,0.93,19,24.39,0,1
37.62,2.3,14,7,353,351,4,48,1,2,2,Singleplayer,1,13,Afternoon,18,0.06,1,4,2,Tablet,Russian Federation,40,Female,5.22,Potion,6,4,0.63,0,88.14,0,0
53.56,1.96,11,1,240,610,2,9,0,4,3,Singleplayer,2,6,Evening,22,0.06,2,8,0,Smartphone,Haiti,33,Male,53.59,Weapon,4,5,0.59,19,99.68,0,1
19.53,2.37,18,13,130,251,6,38,9,4,0,Multiplayer,3,13,Afternoon,15,0.04,4,6,4,Console,Palestinian Territory,54,Female,15.63,Potion,3,0,0.66,12,40.47,0,0
49.33,2.62,20,1,697,692,8,3,3,3,3,Singleplayer,1,12,Morning,24,0.01,3,8,3,Tablet,Palau,20,Female,25.18,Armor,2,9,0.7,8,84.02,0,1
60.03,2.53,8,11,535,421,7,12,2,0,2,Multiplayer,1,17,Afternoon,30,0.07,0,5,2,PC,Afghanistan,27,Male,30.02,Boost,5,1,0.98,3,96.32,0,0
71.87,2.3,17,7,570,162,1,32,8,0,2,Multiplayer,3,6,Morning,23,0.06,4,8,3,Console,Philippines,28,Female,46.12,Potion,1,4,0.65,16,29.67,1,0
46.87,2.86,17,10,698,727,8,38,9,1,4,Singleplayer,2,6,Evening,22,0.04,3,0,5,Smartphone,Norfolk Island,52,Female,43.32,Armor,7,1,0.99,4,68.06,1,1
41.1,1.93,17,9,151,618,2,26,5,2,1,Multiplayer,1,8,Afternoon,29,0.07,1,3,0,Smartphone,Bolivia,40,Female,79.25,Weapon,6,9,0.78,2,28.02,0,1
41.91,1.78,19,11,418,189,7,6,6,1,3,Singleplayer,4,8,Night,28,0.05,4,8,5,Tablet,Honduras,46,Female,32.29,Boost,4,0,0.78,14,44.34,0,1
63.85,0.92,9,5,410,797,0,45,1,0,3,Singleplayer,0,7,Afternoon,8,0.05,3,5,5,Console,United Arab Emirates,25,Female,16.63,Boost,7,8,0.81,4,3.35,0,1
41.42,2.52,20,5,351,770,3,41,1,0,1,Multiplayer,0,1,Afternoon,1,0.06,4,4,9,Tablet,Maldives,52,Female,15.37,Weapon,9,7,0.86,19,85.13,0,0
55.96,1.31,8,4,847,374,2,8,4,4,4,Singleplayer,3,0,Afternoon,13,0.07,0,6,4,Smartphone,Heard Island and McDonald Islands,53,Male,31.31,Boost,8,3,0.9,16,79.56,0,1
21.42,1.49,10,10,955,521,8,39,6,3,0,Multiplayer,1,9,Evening,9,0.05,3,5,4,Tablet,Brazil,35,Female,94.01,Boost,4,9,0.51,7,76.18,0,1
17.63,1.95,14,3,608,234,0,4,1,1,3,Multiplayer,2,15,Evening,22,0.07,2,8,5,PC,Argentina,22,Female,1.94,Weapon,8,0,0.62,12,63.9,0,1
56.7,2.57,19,10,338,123,7,32,1,1,4,Multiplayer,1,12,Evening,13,0.06,0,7,7,PC,South Georgia and the South Sandwich Islands,32,Female,74.15,Weapon,8,5,0.85,0,19.25,0,1
37.13,1.09,13,5,656,86,8,3,5,1,4,Multiplayer,0,10,Evening,2,0.1,0,4,3,Tablet,Greenland,59,Male,31.16,Weapon,2,3,0.65,3,11.67,0,1
48.42,1.94,17,3,952,217,7,25,8,0,2,Multiplayer,4,12,Morning,18,0.1,2,4,3,PC,French Polynesia,20,Female,23.9,Armor,8,9,0.64,2,16.54,0,0
38.74,2.12,19,9,224,507,3,10,3,0,1,Multiplayer,2,5,Afternoon,7,0.08,0,5,7,Console,Iraq,22,Female,44.93,Armor,9,9,0.73,13,42.98,0,0
42.81,2.89,10,7,170,649,6,28,1,3,4,Multiplayer,1,6,Evening,14,0.1,1,6,8,Console,Georgia,26,Female,2.43,Potion,8,4,0.73,13,95.28,0,1
48.36,1.66,15,12,726,583,3,22,4,3,0,Multiplayer,1,17,Morning,14,0.01,0,7,9,Smartphone,Mali,29,Female,48.8,Boost,0,2,0.78,10,64.11,0,0
53.19,1.73,15,6,541,747,4,39,2,2,1,Multiplayer,2,19,Evening,19,0.07,1,6,9,Console,Saint Vincent and the Grenadines,37,Female,29.28,Boost,8,7,0.54,15,74.62,0,0
35.36,2.44,10,1,521,316,7,35,8,0,3,Multiplayer,2,3,Afternoon,7,0.08,0,8,6,PC,Svalbard & Jan Mayen Islands,58,Male,89.57,Potion,8,8,0.83,3,95.01,0,1
43.03,2.67,10,7,242,751,9,47,2,3,4,Singleplayer,1,16,Morning,4,0.04,3,5,1,Tablet,Malawi,30,Male,56.36,Boost,3,8,0.77,19,60.41,0,1
41.89,2.18,13,9,721,656,6,29,8,3,1,Multiplayer,4,15,Evening,23,0.05,3,7,0,Console,Central African Republic,23,Female,16.12,Weapon,1,7,0.66,19,91.73,1,0
55.52,2.89,11,13,717,196,9,32,0,3,3,Multiplayer,0,15,Morning,11,0.01,2,0,3,Tablet,Christmas Island,18,Male,69.52,Armor,9,0,0.9,3,80.75,0,1
52.24,2.98,10,1,540,89,1,44,1,3,3,Singleplayer,3,14,Evening,15,0.04,2,4,9,Tablet,French Guiana,32,Male,98.27,Armor,5,1,0.67,19,90.35,0,1
44.67,1.89,12,8,374,771,8,49,7,2,2,Multiplayer,0,3,Night,12,0.1,4,2,7,Smartphone,Grenada,34,Male,60.72,Boost,1,6,0.79,17,90.93,0,1
39.57,2.63,10,3,247,288,5,45,8,3,2,Singleplayer,4,7,Afternoon,23,0.07,3,3,7,PC,Fiji,36,Female,52.9,Potion,4,8,0.98,8,1.54,0,1
37.13,1.8,16,6,383,255,6,15,2,3,4,Multiplayer,4,10,Morning,25,0.03,3,8,2,Console,Slovenia,56,Female,24.09,Armor,3,1,0.7,8,32.15,0,1
50.77,2.77,19,7,806,530,0,37,6,1,0,Singleplayer,4,18,Evening,28,0.05,4,0,2,Console,Ethiopia,51,Male,38.76,Boost,4,6,0.58,6,51.08,1,0
29.15,1.71,17,6,961,312,7,18,8,2,1,Multiplayer,0,2,Night,13,0.06,1,4,7,Smartphone,Russian Federation,19,Male,69.39,Armor,8,7,0.98,4,28.19,0,1
27.1,2.01,17,8,346,165,5,14,2,3,4,Singleplayer,3,16,Evening,16,0.0,1,0,2,Smartphone,Nicaragua,31,Male,26.93,Boost,7,2,0.52,9,37.26,0,1
40.36,3.47,14,6,233,681,2,28,2,0,0,Multiplayer,4,8,Night,17,0.03,0,1,6,Console,Puerto Rico,30,Female,18.75,Potion,6,6,0.98,0,96.28,0,0
44.24,1.24,12,12,138,126,8,35,9,4,0,Multiplayer,3,11,Night,7,0.02,1,2,5,PC,Suriname,47,Female,79.67,Boost,7,7,0.95,1,65.75,0,1
30.74,1.67,11,9,194,736,7,27,4,1,3,Multiplayer,3,15,Afternoon,4,0.02,0,2,0,Smartphone,Afghanistan,19,Male,4.9,Armor,0,7,0.85,5,46.43,0,1
60.18,2.49,18,14,311,717,5,40,6,0,2,Multiplayer,2,0,Night,29,0.07,1,4,8,PC,Suriname,43,Male,91.35,Armor,0,6,0.77,3,57.17,1,1
36.23,2.17,10,7,135,754,2,4,4,2,0,Singleplayer,2,5,Night,23,0.02,3,3,1,Smartphone,Fiji,22,Male,54.83,Armor,5,2,0.64,18,11.06,0,1
27.09,1.57,8,3,441,104,0,8,7,3,3,Singleplayer,1,17,Afternoon,5,0.04,0,7,1,Console,Cote d'Ivoire,21,Female,76.39,Boost,3,6,0.84,11,20.02,0,1
49.98,1.63,11,10,287,261,8,1,4,1,3,Multiplayer,2,13,Morning,4,0.04,3,7,4,Console,Gibraltar,53,Female,86.06,Armor,8,8,0.71,14,13.37,0,1
54.97,2.34,19,3,455,67,2,29,6,2,2,Singleplayer,2,10,Evening,20,0.01,1,7,2,PC,Turkmenistan,24,Female,26.68,Weapon,8,8,0.56,8,47.88,0,0
36.45,2.05,12,3,847,780,8,40,1,2,0,Multiplayer,3,0,Night,1,0.01,4,8,6,Tablet,Yemen,18,Female,64.57,Potion,9,0,0.73,18,88.5,0,1
40.99,1.63,16,3,877,500,7,35,4,4,2,Singleplayer,4,0,Morning,24,0.07,4,0,2,Console,Qatar,49,Female,55.44,Potion,9,4,0.64,9,92.47,0,1
34.38,2.47,9,6,861,440,1,46,1,4,2,Singleplayer,1,19,Evening,7,0.07,2,3,9,PC,Greece,43,Male,43.84,Boost,5,3,0.94,12,70.3,0,0
33.98,1.84,16,3,885,409,2,34,9,2,3,Singleplayer,1,2,Afternoon,11,0.06,0,2,3,Tablet,Moldova,38,Female,24.65,Armor,9,8,0.6,12,27.16,0,1
50.54,2.33,11,3,645,485,6,5,9,2,2,Multiplayer,0,1,Evening,27,0.05,1,5,4,Console,Greece,39,Male,69.18,Boost,2,3,0.93,12,69.78,0,1
73.93,2.34,7,12,500,588,8,44,4,4,0,Multiplayer,0,13,Night,3,0.09,4,2,7,Smartphone,Bosnia and Herzegovina,37,Male,49.57,Potion,0,2,0.64,12,33.15,0,0
42.13,1.54,10,13,170,256,1,21,8,4,1,Multiplayer,3,13,Morning,30,0.06,0,5,9,Console,Jamaica,34,Female,84.32,Weapon,6,6,0.97,18,70.85,0,1
59.77,1.66,17,5,958,229,4,8,7,0,3,Singleplayer,2,10,Afternoon,28,0.08,0,1,3,Smartphone,Madagascar,52,Female,7.19,Boost,3,4,0.58,19,95.14,0,1
33.52,2.1,10,2,666,158,2,17,0,1,0,Multiplayer,3,10,Evening,4,0.01,3,3,3,Console,French Polynesia,27,Female,42.25,Boost,2,5,0.66,13,68.26,0,0
41.12,2.28,19,8,910,342,1,48,0,3,3,Multiplayer,0,17,Night,4,0.09,3,4,2,PC,Pitcairn Islands,43,Male,30.09,Potion,5,3,0.56,7,48.04,0,1
44.49,2.72,14,6,727,785,2,47,1,3,2,Singleplayer,3,1,Night,7,0.06,3,6,9,Tablet,Central African Republic,36,Male,85.94,Potion,6,2,0.72,6,98.61,0,1
35.19,2.5,8,6,716,283,2,8,1,1,0,Multiplayer,0,2,Evening,7,0.04,2,9,7,PC,Indonesia,46,Male,89.19,Armor,7,3,0.79,3,71.01,0,1
34.83,2.5,8,4,341,725,0,11,5,1,4,Multiplayer,0,5,Evening,27,0.05,1,6,1,Tablet,Togo,27,Male,4.75,Weapon,7,0,0.75,11,28.23,0,1
61.01,1.97,17,4,766,649,0,22,1,2,0,Multiplayer,1,12,Evening,17,0.09,1,0,9,Tablet,Cyprus,44,Male,20.76,Boost,6,8,0.97,7,23.6,0,0
30.26,1.88,19,12,996,497,7,37,0,4,1,Singleplayer,0,4,Evening,6,0.06,4,6,7,Tablet,Cyprus,33,Female,14.55,Weapon,8,2,0.84,17,32.83,0,0
49.31,2.26,8,4,533,319,6,46,8,4,0,Multiplayer,2,16,Morning,10,0.0,4,0,1,PC,Macao,32,Male,43.12,Weapon,8,2,0.54,0,86.4,0,0
52.71,2.57,8,14,506,317,7,9,6,3,3,Singleplayer,1,8,Morning,17,0.04,0,4,2,Smartphone,Vanuatu,34,Female,46.2,Boost,8,9,0.71,10,61.05,0,1
38.04,1.85,17,9,990,592,0,22,9,4,2,Singleplayer,1,8,Morning,3,0.04,0,1,4,Console,American Samoa,44,Male,45.53,Potion,1,1,0.93,11,62.51,0,0
39.22,1.94,9,11,921,575,6,28,2,0,1,Multiplayer,0,18,Afternoon,8,0.0,2,8,5,Tablet,Antigua and Barbuda,53,Female,10.6,Potion,3,9,0.72,6,30.23,0,0
39.7,2.5,8,6,416,417,5,40,4,1,3,Singleplayer,2,1,Morning,11,0.06,2,7,3,Console,Kyrgyz Republic,54,Male,53.88,Weapon,9,2,0.64,8,38.9,0,1
68.35,2.41,16,11,248,483,8,21,7,4,4,Singleplayer,3,9,Evening,22,0.0,3,6,7,Console,Singapore,34,Female,95.91,Weapon,0,4,0.73,18,82.93,1,1
33.3,1.61,12,14,490,459,3,19,3,3,3,Singleplayer,1,15,Morning,25,0.0,3,7,3,Tablet,Svalbard & Jan Mayen Islands,35,Male,56.21,Potion,2,0,0.51,7,85.32,0,1
40.41,1.52,7,11,572,712,9,15,7,0,3,Multiplayer,0,17,Evening,7,0.08,2,9,5,Tablet,Korea,45,Male,24.33,Potion,1,8,0.93,9,78.1,0,1
37.38,1.43,15,6,659,408,0,14,4,0,3,Singleplayer,2,14,Morning,8,0.07,0,8,6,Smartphone,Togo,41,Male,5.65,Armor,3,3,0.52,13,94.09,0,1
40.16,1.63,14,14,445,171,9,8,9,3,0,Singleplayer,4,0,Evening,22,0.07,0,2,7,Console,Gambia,20,Female,59.46,Boost,1,5,0.65,1,25.67,0,1
46.77,1.88,20,10,336,354,5,16,8,4,4,Multiplayer,4,9,Evening,1,0.0,3,8,6,Console,Tajikistan,40,Female,1.06,Potion,7,2,0.67,4,0.1,0,1
39.32,2.46,13,3,807,402,2,5,5,2,3,Singleplayer,3,0,Evening,20,0.09,1,3,0,Console,Sri Lanka,55,Male,54.46,Armor,5,3,0.92,6,13.21,0,1
39.64,2.7,12,4,363,266,6,12,0,2,1,Singleplayer,4,1,Afternoon,4,0.05,4,7,6,Console,Mali,21,Male,22.98,Weapon,8,5,0.61,19,83.47,0,0
29.61,2.66,18,2,367,775,2,31,7,3,4,Singleplayer,1,4,Night,19,0.05,4,3,3,Console,British Indian Ocean Territory (Chagos Archipelago),22,Female,99.46,Boost,4,9,0.62,10,4.43,0,1
45.94,3.06,20,8,542,241,5,15,5,0,4,Multiplayer,3,13,Afternoon,16,0.09,3,1,7,Tablet,Monaco,31,Female,97.36,Armor,0,2,0.77,5,56.14,0,1
64.22,1.23,16,6,957,775,4,15,6,2,1,Singleplayer,3,8,Evening,25,0.05,0,8,1,Tablet,Japan,36,Male,44.68,Armor,4,9,0.55,6,21.27,0,0
37.53,2.34,13,2,556,541,0,41,4,0,2,Singleplayer,3,1,Afternoon,21,0.05,2,2,1,Tablet,Guam,50,Female,22.21,Potion,6,2,0.93,4,95.24,0,0
37.12,1.71,16,13,974,286,2,28,2,2,2,Multiplayer,1,19,Afternoon,29,0.01,2,6,6,Tablet,Norway,41,Male,63.58,Weapon,9,0,0.97,0,15.1,0,1
36.68,1.46,15,8,786,540,2,5,6,1,1,Singleplayer,4,6,Morning,6,0.1,4,3,2,Smartphone,New Zealand,50,Female,52.73,Boost,3,4,0.96,9,74.21,0,1
39.54,1.36,15,2,402,71,6,46,9,1,2,Multiplayer,3,12,Evening,4,0.06,3,6,3,PC,Netherlands Antilles,54,Female,88.35,Weapon,1,5,0.94,6,77.3,0,1
56.19,2.02,17,10,114,477,1,13,8,3,0,Multiplayer,1,13,Morning,17,0.02,2,8,0,Console,Turks and Caicos Islands,35,Male,80.5,Boost,8,4,0.56,16,93.48,0,1
57.49,2.07,19,3,590,787,1,3,9,0,4,Multiplayer,4,2,Afternoon,7,0.04,2,1,5,Tablet,Iran,30,Male,69.66,Potion,7,6,0.65,8,91.0,0,1
63.74,1.49,13,13,383,57,9,47,1,3,2,Multiplayer,2,6,Morning,26,0.04,2,5,9,Smartphone,Armenia,49,Female,55.55,Boost,6,1,0.97,7,11.52,0,1
59.57,2.13,18,12,771,795,4,3,0,2,3,Singleplayer,0,3,Night,9,0.1,1,4,9,Smartphone,Mexico,27,Female,45.24,Armor,6,5,0.54,17,53.95,0,1
41.2,2.34,15,6,243,251,5,19,8,1,2,Singleplayer,1,14,Afternoon,27,0.08,2,3,1,Console,Antarctica (the territory South of 60 deg S),53,Male,48.69,Potion,0,2,0.9,11,7.78,1,0
49.52,1.67,8,6,813,188,6,13,3,4,1,Multiplayer,1,10,Afternoon,2,0.07,1,7,9,Tablet,Nigeria,51,Female,15.95,Armor,9,5,0.97,11,99.7,0,0
38.59,1.76,8,2,608,198,8,18,3,4,1,Singleplayer,0,1,Afternoon,7,0.09,1,9,4,PC,Poland,33,Female,33.31,Weapon,8,3,0.94,13,56.74,0,0
48.96,2.19,18,7,125,154,8,4,3,4,2,Singleplayer,4,6,Afternoon,6,0.0,2,7,0,Smartphone,Venezuela,27,Male,97.65,Potion,4,7,0.65,15,95.58,0,1
38.72,1.75,11,3,387,611,6,47,5,2,1,Singleplayer,4,4,Morning,17,0.05,3,8,6,Smartphone,Saint Vincent and the Grenadines,46,Male,42.44,Boost,1,7,0.56,6,1.35,0,0
52.9,1.58,20,14,381,651,5,3,2,1,3,Singleplayer,1,15,Night,20,0.04,1,3,8,PC,Saudi Arabia,41,Male,37.61,Potion,2,8,0.71,19,95.59,0,1
65.46,2.18,17,3,692,793,3,40,5,2,1,Multiplayer,1,4,Afternoon,4,0.01,0,1,2,Tablet,Germany,22,Female,85.35,Boost,4,1,0.95,0,14.98,0,1
50.76,1.98,14,3,457,722,8,17,8,0,2,Singleplayer,2,3,Afternoon,17,0.04,3,1,9,PC,Grenada,38,Male,22.14,Weapon,5,1,0.71,10,6.87,0,0
42.15,2.02,16,12,632,553,8,19,0,4,1,Multiplayer,3,5,Night,13,0.04,0,3,7,Smartphone,Greece,40,Male,13.64,Potion,4,9,0.53,1,67.47,0,0
41.23,1.41,20,5,487,203,3,10,7,4,0,Multiplayer,2,8,Morning,13,0.09,1,4,4,Tablet,Peru,28,Female,13.99,Boost,1,5,0.85,19,38.08,0,0
42.28,1.13,15,14,317,733,8,33,5,2,3,Singleplayer,2,19,Afternoon,13,0.04,1,1,8,Smartphone,Vanuatu,22,Female,77.76,Boost,2,6,0.85,3,8.25,0,1
57.28,0.92,15,12,874,611,4,22,9,1,4,Singleplayer,4,13,Evening,4,0.08,0,3,8,Smartphone,Guatemala,47,Female,77.8,Potion,2,7,0.92,5,15.16,0,1
55.24,2.11,16,10,627,197,2,18,6,0,0,Multiplayer,1,16,Afternoon,13,0.02,1,7,1,Console,Cambodia,53,Female,13.84,Armor,2,0,0.94,18,22.3,0,0
33.9,1.91,17,7,323,366,0,22,5,2,0,Singleplayer,0,11,Morning,30,0.0,4,7,5,Tablet,Botswana,32,Female,87.7,Boost,9,9,0.77,3,48.92,0,1
56.12,2.46,16,11,768,80,5,35,5,3,3,Singleplayer,3,3,Evening,23,0.01,4,2,2,Console,Ireland,27,Female,68.09,Armor,8,7,0.73,5,8.53,1,1
44.49,1.75,17,8,321,536,2,27,4,0,4,Multiplayer,2,18,Afternoon,30,0.03,4,2,2,Smartphone,Myanmar,33,Female,78.53,Potion,3,9,0.84,11,16.25,0,1
51.79,1.89,11,4,968,210,0,46,9,1,2,Singleplayer,4,8,Night,9,0.07,2,4,8,Tablet,Italy,23,Female,69.14,Armor,8,4,0.88,17,36.72,0,1
37.63,2.02,15,12,275,120,0,20,9,1,3,Multiplayer,2,0,Night,13,0.05,1,9,4,Smartphone,Sweden,46,Female,10.45,Armor,8,6,0.94,5,72.67,0,1
43.33,2.29,15,6,166,766,3,20,4,0,4,Multiplayer,3,1,Morning,21,0.0,0,0,9,PC,Congo,54,Female,44.86,Weapon,5,5,0.77,5,99.29,1,1
59.73,1.87,9,4,479,581,8,47,8,1,2,Multiplayer,2,3,Afternoon,27,0.09,3,0,9,Smartphone,Chile,41,Female,78.98,Weapon,1,9,0.65,5,95.81,0,1
35.59,1.87,10,5,617,361,8,14,3,1,1,Multiplayer,0,15,Morning,20,0.03,3,0,1,PC,Burundi,37,Female,74.25,Potion,5,0,0.9,0,46.98,0,1
52.79,2.39,7,3,279,573,0,45,1,1,2,Singleplayer,1,0,Afternoon,18,0.07,1,4,2,Smartphone,Denmark,52,Male,22.17,Boost,6,4,0.69,17,67.76,0,0
58.27,2.05,9,13,103,207,2,27,4,1,3,Multiplayer,2,11,Morning,14,0.1,3,6,9,PC,Syrian Arab Republic,19,Male,89.3,Potion,1,0,0.5,13,24.93,0,1
48.93,2.31,20,10,439,58,3,26,4,0,3,Singleplayer,2,3,Afternoon,15,0.06,4,0,9,PC,Singapore,40,Male,32.07,Armor,4,8,0.89,2,66.74,0,1
35.45,1.41,12,4,794,428,3,5,1,1,2,Multiplayer,4,0,Morning,4,0.07,4,1,7,Tablet,Barbados,56,Male,86.98,Potion,3,6,0.62,13,94.85,0,1
46.16,1.91,7,13,618,726,8,18,7,0,4,Multiplayer,0,14,Morning,7,0.01,0,7,3,PC,Saudi Arabia,24,Female,55.3,Armor,7,7,0.62,15,64.12,0,1
48.94,2.02,12,8,772,416,3,17,9,2,3,Multiplayer,4,3,Afternoon,23,0.08,1,5,1,Console,Philippines,29,Female,24.73,Armor,5,2,0.77,2,14.17,1,1
23.62,1.84,9,4,804,395,3,34,4,1,3,Singleplayer,4,7,Night,15,0.09,3,7,9,Console,Armenia,21,Male,17.7,Weapon,2,4,0.62,13,72.85,0,1
46.9,2.6,12,14,666,492,0,32,0,3,2,Singleplayer,4,17,Afternoon,30,0.02,3,7,5,Tablet,Benin,23,Male,53.63,Boost,0,6,0.97,15,20.22,1,1
42.02,1.96,7,10,400,691,6,27,2,1,2,Singleplayer,0,14,Evening,9,0.05,2,6,2,Smartphone,Gabon,44,Male,44.34,Potion,2,6,0.51,8,67.93,0,0
47.83,1.69,14,12,534,387,9,33,9,3,4,Singleplayer,4,8,Morning,8,0.07,1,0,8,Console,Macedonia,24,Male,46.16,Boost,9,9,0.79,19,19.41,0,1
44.63,1.75,17,13,357,266,8,32,2,0,0,Multiplayer,4,19,Morning,27,0.03,4,1,9,Tablet,Saint Pierre and Miquelon,20,Male,76.09,Potion,8,0,0.7,4,32.75,0,1
40.52,0.64,20,12,299,490,3,35,3,2,0,Multiplayer,1,19,Morning,20,0.1,2,8,5,Console,Bosnia and Herzegovina,26,Female,74.83,Boost,1,9,0.6,8,75.49,0,1
47.77,1.98,15,2,939,68,6,6,7,2,4,Multiplayer,4,17,Evening,11,0.03,3,0,3,Smartphone,Australia,40,Female,41.71,Armor,8,9,0.94,2,6.54,0,1
45.15,1.94,9,6,263,355,1,31,1,4,2,Multiplayer,1,4,Afternoon,26,0.04,1,8,8,Tablet,Iraq,36,Female,73.49,Armor,5,6,0.96,12,69.21,0,1
22.29,2.65,14,1,307,392,8,25,0,0,0,Multiplayer,4,0,Night,9,0.05,2,0,0,Console,Jordan,26,Female,60.37,Potion,0,5,0.69,16,66.4,0,1
51.91,2.46,10,8,312,316,4,17,4,3,2,Multiplayer,4,7,Morning,23,0.05,0,6,2,Tablet,Nauru,43,Male,72.94,Potion,6,7,0.65,1,69.15,0,1
56.54,2.42,14,11,576,649,5,16,6,1,1,Singleplayer,4,10,Afternoon,30,0.07,2,5,9,Smartphone,Norfolk Island,59,Female,66.84,Boost,7,6,0.95,14,18.81,1,1
44.47,2.03,17,12,759,112,2,43,1,3,1,Singleplayer,2,6,Night,16,0.04,3,0,4,PC,Azerbaijan,24,Female,78.74,Armor,4,1,0.55,12,4.24,0,1
43.15,2.38,13,3,684,143,8,24,1,1,3,Multiplayer,2,0,Evening,30,0.08,2,5,5,Console,Gibraltar,19,Male,42.64,Potion,0,7,0.73,14,4.12,0,1
45.51,1.7,12,2,240,714,2,5,1,3,0,Multiplayer,4,14,Night,22,0.06,0,1,9,PC,Botswana,36,Male,7.71,Armor,0,6,0.73,0,80.68,0,0
31.6,1.92,13,11,225,515,9,41,8,1,1,Singleplayer,0,16,Morning,29,0.02,0,5,5,PC,Netherlands Antilles,18,Female,71.75,Armor,9,1,0.61,3,60.39,0,1
45.44,2.49,19,5,683,529,0,27,4,0,2,Singleplayer,4,12,Evening,26,0.01,4,3,0,Tablet,Costa Rica,37,Female,19.2,Boost,6,2,0.7,2,78.68,0,0
47.15,1.57,11,3,487,244,4,41,5,0,3,Multiplayer,2,1,Evening,16,0.02,1,3,9,Tablet,Austria,33,Male,90.72,Boost,8,6,0.51,10,36.93,0,1
